ApplicationID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,result
App11,0.999997324,0.999997145,0.999960592,0.999959187,0.999920308,0.999960106,0.999920268,0.999958788,0.999957592,0.999996307,0.999994726,0.99999513,0.999995912,0.999958551,0.999959572,0.999995316,0.999957762,0.999920866,0.99995819,0.999958942,0.999921632,0.999959014,0.999958546,0.99995813,0.999959527,0.999958492,0.999995346,0.999959049,0.999959933,0.999958037,0.999958695,0.999958528,0.999998729,0.999959968,0.999959043,0.999959074,0.999959782,0.999993639,0.999916712,0.999958881,0.999995401,0.999998171,0.999959356,0.999996831,0.999958934,0.999921721,0.999957199,0.999996977,0.999946679,0.999920806,0.999957544,0.999921438,0.999957946,0.999995132,0.999957789,0.999995924,0.999922047,0.999960054,0.999995589,0.999958821,0.999883104,0.999959779,0.999995526,0.999881101,0.999919095,0.999996461,0.999920426,0.999957255,0.999958771,0.999957877,0.999920205,0.999920392,0.999921564,0.99999672,0.99992046,0.999958095,0.999957562,0.999958334,0.999997434,0.999959195,0.999919708,0.999882493,0.999921271,0.999960258,0.999997666,0.999920435,0.999957977,0.999996482,0.999958224,0.999920136,0.999959854,0.999958698,0.999996752,0.999918986,0.999995391,0.999920418,0.999957994,0.999994664,0.999994367,0.999996119,0.999958749
App12,0.999958266,0.999957811,0.999921037,0.999996487,0.999882691,0.999884252,0.999881542,0.999920843,0.999919654,0.999918426,0.999918696,0.99995813,0.999955039,0.999919839,0.999881895,0.999995839,0.999881403,0.999882068,0.999957602,0.99992129,0.999996757,0.99992162,0.999959134,0.999920347,0.999882644,0.999996809,0.999996245,0.99999615,0.999957896,0.999919297,0.999917603,0.999957423,0.99992188,0.999919399,0.999958695,0.999919371,0.999958648,0.999991244,0.999917023,0.999918797,0.999995061,0.999957726,0.999919329,0.999994476,0.999958425,0.999920319,0.999957115,0.999882957,0.99995783,0.999883769,0.999881643,0.999956594,0.99992025,0.999994169,0.999919851,0.999992951,0.999958855,0.999958459,0.999882008,0.999882212,0.999881163,0.99992026,0.999956927,0.999917737,0.9998422,0.999919609,0.999918916,0.999919599,0.999920231,0.99988041,0.999955305,0.999843961,0.999920926,0.999997412,0.999882532,0.999994786,0.999956036,0.99999607,0.999957641,0.999958497,0.999995477,0.999880959,0.999920172,0.999959208,0.999996284,0.999881815,0.999920896,0.999919789,0.999882,0.999919978,0.999882832,0.999919808,0.999958603,0.999882057,0.999957814,0.999957847,0.999956036,0.999956649,0.999957867,0.999955848,0.999934159
App13,0.999994518,0.999954782,0.999882515,0.999994232,0.999919571,0.99988236,0.999957873,0.999919545,0.999878769,0.999995057,0.999952682,0.999880951,0.999956893,0.999957213,0.999880558,0.999995737,0.99999531,0.999918214,0.999957859,0.999921383,0.999993464,0.999959653,0.999919718,0.999956853,0.999917048,0.999957492,0.999955705,0.999992996,0.999921159,0.999957264,0.999918021,0.999918014,0.999956755,0.999955862,0.999956656,0.999919586,0.999950178,0.999954285,0.999917002,0.999957496,0.999992174,0.999957145,0.999920452,0.999995633,0.999957251,0.9999591,0.999955791,0.99999423,0.999919149,0.999920835,0.999916737,0.999917532,0.999917715,0.999917917,0.999920432,0.999917369,0.999918716,0.999958939,0.999996028,0.999959165,0.999844242,0.999881146,0.999917275,0.999917618,0.999880243,0.999919281,0.999881194,0.999956062,0.999918641,0.999879043,0.999919973,0.999842357,0.99991895,0.999958502,0.999919046,0.999994008,0.999956609,0.999993306,0.99995724,0.999881365,0.999917305,0.999881934,0.999955108,0.99995789,0.999956434,0.999802755,0.999844356,0.999996518,0.999918988,0.999918898,0.999881995,0.999880713,0.999957527,0.999918555,0.99995768,0.999958538,0.999993259,0.999957725,0.999918954,0.999956841,0.999935116
App14,0.999876521,0.999836781,0.999840381,0.999802226,0.999764114,0.999801314,0.999915392,0.999841262,0.999801378,0.999838867,0.999831783,0.999876812,0.999838653,0.999883989,0.99980014,0.999799097,0.999837631,0.999916885,0.999878644,0.99984154,0.999914112,0.999915651,0.999841421,0.999802693,0.999840231,0.999800278,0.999990574,0.999913645,0.999840018,0.999915728,0.999761919,0.999687676,0.999802942,0.999841652,0.999838382,0.999801399,0.999873521,0.99979742,0.999911031,0.999951319,0.99983971,0.999800868,0.999840783,0.999916857,0.999875472,0.999915382,0.999761753,0.999878426,0.9999158,0.999878216,0.999836538,0.999878697,0.999875799,0.999916685,0.999798575,0.999837053,0.999914884,0.999764011,0.999840786,0.999802946,0.99972561,0.999837182,0.999836367,0.999836742,0.999876177,0.999912469,0.99980048,0.999840203,0.999916119,0.999875708,0.999800976,0.999799628,0.999878819,0.999878898,0.999761405,0.999952089,0.999835779,0.999876606,0.999839467,0.99987667,0.999840663,0.999721498,0.999841928,0.999915009,0.999761011,0.999876653,0.999915113,0.999912758,0.999802898,0.999838615,0.9998453,0.999875705,0.999951945,0.999914508,0.999878421,0.999879758,0.999800621,0.99980317,0.999837948,0.999955851,0.99985081
App15,0.999954228,0.999996078,0.999958829,0.999920836,0.999919639,0.99995777,0.999919685,0.999958954,0.999995175,0.999883154,0.999957368,0.99992085,0.99991841,0.999920305,0.999957275,0.999957354,0.999956299,0.99995853,0.999996381,0.999844727,0.99991988,0.999958952,0.999883016,0.999921354,0.999920181,0.999958851,0.999881687,0.999960073,0.999959294,0.999958216,0.99999503,0.999958184,0.999883832,0.9998449,0.999958253,0.999959055,0.999958417,0.999884282,0.999881822,0.999920527,0.999881264,0.999958226,0.999997627,0.999958814,0.999920375,0.99988192,0.99991944,0.999921168,0.999958675,0.999920043,0.999881381,0.9999936,0.999957556,0.999956944,0.999959223,0.999958582,0.999958585,0.999959477,0.999882285,0.999922627,0.999994299,0.999919947,0.999957987,0.999918757,0.99999545,0.999995525,0.999920029,0.999960073,0.999919567,0.999919313,0.99995821,0.999996601,0.999921473,0.999882309,0.999958907,0.999883454,0.99995817,0.999920349,0.999919999,0.999882898,0.999958874,0.99988159,0.999994639,0.999883179,0.999881247,0.999956837,0.999882596,0.999957467,0.999919841,0.999881405,0.999996817,0.999995443,0.99991956,0.999959068,0.999919324,0.999957323,0.999919223,0.999957516,0.999920101,0.999958414,0.999936492
App16,0.999995758,0.999955502,0.999918134,0.999919914,0.999919051,0.999918148,0.999880116,0.999919636,0.999916184,0.999841678,0.999953693,0.999918428,0.999954023,0.999842817,0.999881455,0.999955786,0.999915379,0.999879934,0.999995511,0.99984321,0.999880874,0.99995833,0.999842393,0.999842148,0.999879896,0.999917302,0.999803665,0.999955345,0.999919885,0.999955549,0.999919265,0.999956672,0.999957772,0.999881174,0.999917584,0.999880671,0.999993602,0.999836087,0.999916574,0.999956406,0.999916719,0.999993687,0.999881485,0.999955833,0.999957361,0.999879233,0.99991754,0.999920027,0.999958145,0.99988036,0.999839616,0.999880358,0.999917102,0.999993453,0.999843014,0.999954458,0.99991981,0.999882478,0.999841305,0.999844027,0.999918144,0.999995522,0.99991631,0.999841195,0.999917225,0.999919734,0.999803265,0.999882378,0.999956662,0.999878911,0.999918237,0.999917884,0.999843235,0.999918083,0.999881624,0.999955168,0.999918163,0.999920098,0.999958164,0.999843728,0.999876471,0.99988109,0.999842217,0.999957177,0.999994319,0.999878709,0.999920287,0.999954558,0.999881014,0.999843052,0.9998799,0.999954525,0.999880432,0.999916217,0.999994793,0.999842679,0.999956772,0.999957761,0.999841283,0.999918619,0.999909472
App17,0.999917392,0.999889463,0.999842602,0.999918665,0.999842921,0.999956013,0.999841415,0.999957921,0.999955544,0.999880104,0.9999533,0.99984242,0.999916793,0.999879869,0.999880336,0.999954567,0.999879467,0.999841538,0.999882012,0.999768706,0.999840874,0.999881321,0.999880121,0.999882408,0.999842162,0.999917555,0.99988007,0.999996188,0.999878907,0.999877659,0.99991874,0.999879307,0.999842935,0.999881797,0.99991671,0.999915242,0.999919208,0.999843239,0.999843447,0.999879274,0.999879266,0.999954474,0.999917725,0.999919033,0.999919615,0.999879657,0.999878151,0.999880338,0.999955726,0.999956276,0.99988002,0.999842348,0.999916743,0.999879727,0.999879742,0.999916009,0.999843958,0.999917272,0.999804058,0.999840917,0.999956423,0.999881089,0.999990991,0.999917705,0.999879457,0.999994174,0.999840017,0.999804306,0.999881662,0.999879868,0.999994976,0.999839683,0.99991808,0.999956396,0.999918152,0.999839231,0.999916934,0.999955618,0.999805174,0.999877662,0.999880118,0.999878939,0.999918371,0.999877613,0.999956768,0.999878802,0.999875812,0.999915522,0.999878291,0.999843542,0.999958409,0.999954687,0.999804795,0.999915973,0.999955447,0.999844261,0.999841544,0.999957729,0.99987983,0.999839335,0.999892827
App18,0.999915322,0.999915444,0.999842787,0.999878707,0.999803994,0.999838812,0.999916532,0.999916577,0.999761897,0.999878707,0.999874823,0.999878102,0.999911749,0.999764814,0.999916142,0.999915155,0.999893518,0.999920285,0.999917845,0.99976569,0.999841006,0.999842376,0.999801936,0.999842244,0.999843219,0.999917416,0.99987739,0.999995334,0.999877955,0.999877262,0.999878455,0.999915431,0.999876756,0.999878987,0.999917752,0.999873588,0.999839488,0.999798333,0.999876623,0.999877751,0.999878744,0.999955464,0.999955741,0.999916192,0.999915636,0.999804645,0.999878014,0.999881057,0.999957006,0.999914921,0.999879031,0.999802535,0.999915491,0.999876633,0.999879621,0.999916094,0.999842187,0.99995776,0.999878772,0.999801683,0.999839872,0.999954267,0.999876131,0.999836775,0.999877364,0.999881055,0.999838923,0.999841221,0.999914927,0.999723832,0.999990208,0.999879687,0.999877852,0.999841684,0.999880605,0.999915605,0.999992055,0.999917109,0.999918243,0.99991626,0.999800236,0.999838234,0.999956871,0.999802762,0.999952492,0.99984004,0.999878748,0.999913336,0.999842021,0.999839124,0.999918106,0.999917782,0.999838317,0.999879129,0.999877622,0.999840854,0.999913935,0.999915554,0.999877648,0.999877176,0.999879171
App19,0.999994048,0.999958235,0.999959526,0.99992085,0.999958735,0.999956758,0.999919743,0.999882859,0.999958832,0.99988248,0.999995307,0.999919407,0.999957245,0.999919942,0.999920344,0.999994898,0.999994762,0.999995765,0.999996682,0.999919684,0.999920151,0.999921239,0.999921878,0.999919481,0.99995817,0.999957747,0.999921217,0.999958693,0.999996068,0.999920221,0.999957507,0.999996586,0.999956898,0.999919754,0.999958207,0.999959421,0.999958128,0.999883445,0.999919765,0.999919965,0.999918366,0.999996538,0.999998023,0.999995819,0.999997934,0.999959673,0.99999599,0.999921002,0.999958841,0.999882423,0.999956113,0.999881235,0.99991965,0.999957717,0.999920766,0.999920689,0.999884271,0.999920697,0.999919507,0.999883674,0.999957132,0.99995885,0.999920421,0.999996459,0.999995529,0.999921069,0.99992042,0.999958131,0.999959949,0.999920804,0.999957678,0.999919318,0.999995605,0.999919799,0.999881875,0.999919843,0.999994376,0.999957875,0.999921114,0.999957584,0.999919191,0.999957118,0.999958358,0.999921035,0.999994248,0.99991817,0.999958609,0.999919068,0.999919991,0.99995799,0.999920009,0.999958082,0.999919719,0.999958477,0.999957623,0.999880223,0.99999561,0.999920628,0.99988224,0.999920109,0.999942899
App20,0.999996302,0.999997166,0.999997885,0.999958652,0.999957219,0.999995111,0.999958017,0.999995461,0.99988132,0.99991909,0.999993256,0.999958403,0.999995882,0.999920396,0.99991996,0.999994768,0.99995728,0.999958167,0.99995934,0.999919056,0.999881967,0.999958918,0.999959114,0.99991961,0.999919793,0.999996315,0.999920221,0.999957088,0.999996358,0.999958113,0.999994642,0.999994062,0.99995937,0.999920647,0.99995823,0.999957728,0.99999702,0.99996088,0.999959046,0.999919585,0.999920211,0.99999785,0.999997055,0.99999738,0.999921232,0.999958337,0.999993906,0.999882909,0.999958201,0.999957918,0.999958359,0.99999455,0.999995394,0.999995151,0.999959379,0.99992057,0.999958505,0.999959689,0.99984505,0.999958236,0.999996992,0.999956485,0.999993524,0.999919312,0.999994696,0.999994633,0.99995835,0.999919068,0.999882026,0.999881087,0.999996653,0.999995003,0.999958546,0.999920218,0.999919,0.999958309,0.999958029,0.999995368,0.999960696,0.999919889,0.999958791,0.99995853,0.999919473,0.999919165,0.999958182,0.999958731,0.999919167,0.999918729,0.999958384,0.999954644,0.999997452,0.999994907,0.999956951,0.999881544,0.999955839,0.999882407,0.999996501,0.999994992,0.999955349,0.999957647,0.999955266
App21,0.99987939,0.99987897,0.99983893,0.999803748,0.999878253,0.999917704,0.999800125,0.999878397,0.999837311,0.999914407,0.999878465,0.999876322,0.999877272,0.999838692,0.99980153,0.999913239,0.999874694,0.999839946,0.99984011,0.999687405,0.999686971,0.999877648,0.999839697,0.999797306,0.999802319,0.999840371,0.99983966,0.999878674,0.999800548,0.999915136,0.99987681,0.999878294,0.999841664,0.999877697,0.999879047,0.999875054,0.999839507,0.99980146,0.999800754,0.999840861,0.999801938,0.999842596,0.99984018,0.999879032,0.999878444,0.999840406,0.999875669,0.999917955,0.999825539,0.999839845,0.999838402,0.999840728,0.999799872,0.999876154,0.999839627,0.999800156,0.999838978,0.99988195,0.999801334,0.999839184,0.999839941,0.999877424,0.999911237,0.999876986,0.999913499,0.999951428,0.999839061,0.999838735,0.999803257,0.999915774,0.99976456,0.99987507,0.999841377,0.999914484,0.999725368,0.999838425,0.999876886,0.99980159,0.999801621,0.999878258,0.999878235,0.999799813,0.999800504,0.999761672,0.999877259,0.999800737,0.99980241,0.999878958,0.999801201,0.999800027,0.999879346,0.999916023,0.999761303,0.999760206,0.999912624,0.999802517,0.999954569,0.999876303,0.999763419,0.999876205,0.999845307
App22,0.999919164,0.999957583,0.999997598,0.999921094,0.999995879,0.999993612,0.99988153,0.999958823,0.9999581,0.999881474,0.999955256,0.999959325,0.999918107,0.999921209,0.999920147,0.99999364,0.999995084,0.999920603,0.999920393,0.999842839,0.999918923,0.99995948,0.999921495,0.999920576,0.999920593,0.999959123,0.999919238,0.999956893,0.999995756,0.999917792,0.999957228,0.999957529,0.999959822,0.999882312,0.999957691,0.999921244,0.999957184,0.999921653,0.999882234,0.999958518,0.99988163,0.999997128,0.999996938,0.999995448,0.99992115,0.999919467,0.999958374,0.999882328,0.999920413,0.999996815,0.999957743,0.999958126,0.999957847,0.999957817,0.999958558,0.9999207,0.999920414,0.999921679,0.999956119,0.999958792,0.99992119,0.999954824,0.99995623,0.99991864,0.999954834,0.999959037,0.999921385,0.99992027,0.999921422,0.999920155,0.999920651,0.999994546,0.999996236,0.999921234,0.999919723,0.9998807,0.999995727,0.999956634,0.99992203,0.999919781,0.999997844,0.999918603,0.999991155,0.999920266,0.999994699,0.999920265,0.999881125,0.999995125,0.999957787,0.999881287,0.999959477,0.999919482,0.999919516,0.999919827,0.999995831,0.999882605,0.999996287,0.999956942,0.999919674,0.999957077,0.999941544
